age,sex,city,education_status,sds,relation,relatives
16,1.0,1,0,"[0, 1, 0]",0.0,0
21,2.0,0,1,"[1, 0, 0]",0.0,0
20,2.0,1,0,"[0, 0, 0]",2.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,4
0,1.0,1,0,"[0, 1, 0]",4.0,1
0,2.0,144,0,"[0, 0, 0]",1.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,104,0,"[0, 0, 0]",2.0,4
0,2.0,2,0,"[0, 0, 0]",0.0,0
114,2.0,1,0,"[0, 0, 1]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1463,0,"[0, 0, 0]",0.0,0
27,1.0,1,0,"[0, 0, 0]",0.0,0
18,2.0,2,0,"[0, 1, 0]",0.0,0
17,2.0,8496,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,2
0,2.0,695,0,"[0, 0, 0]",0.0,1
0,2.0,1,0,"[0, 0, 0]",7.0,0
15,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
100,2.0,2,0,"[0, 0, 1]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
16,2.0,2,0,"[0, 1, 0]",0.0,2
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,144,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,3041,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
18,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
17,1.0,1,0,"[0, 1, 0]",0.0,5
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
17,2.0,57,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,1
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
27,1.0,1,0,"[0, 0, 0]",0.0,0
16,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,104,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,1
16,1.0,1,0,"[0, 0, 0]",6.0,0
17,1.0,104,0,"[0, 0, 0]",0.0,0
0,2.0,104,0,"[0, 1, 0]",0.0,3
20,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
34,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,1
104,1.0,2,0,"[0, 1, 1]",7.0,2
0,2.0,2,0,"[0, 0, 0]",0.0,2
0,2.0,104,0,"[0, 0, 0]",6.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,2
32,2.0,2117,0,"[0, 0, 0]",0.0,0
20,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
53,1.0,2117,0,"[0, 0, 0]",4.0,1
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
18,1.0,144,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,104,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,1
20,1.0,144,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,2,"[0, 0, 0]",0.0,2
24,2.0,104,0,"[0, 0, 0]",0.0,0
58,2.0,2,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 1, 0]",0.0,3
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,144,0,"[0, 0, 0]",0.0,2
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,2.0,2,3,"[1, 1, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
15,1.0,4964298,0,"[0, 1, 0]",0.0,2
0,1.0,2,0,"[0, 0, 0]",0.0,0
18,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,144,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",1.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
18,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
27,2.0,1,0,"[0, 1, 0]",1.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",4.0,0
0,1.0,49,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,4
20,1.0,1,0,"[0, 0, 0]",0.0,0
33,2.0,1,0,"[0, 0, 0]",0.0,0
34,2.0,1,0,"[0, 0, 0]",1.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",7.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
40,2.0,1,0,"[0, 0, 0]",1.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
21,2.0,144,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
17,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
114,1.0,1,0,"[0, 0, 1]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
28,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
23,1.0,1,0,"[0, 0, 0]",0.0,0
18,1.0,1,0,"[0, 0, 0]",2.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
24,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
15,1.0,0,0,"[0, 0, 0]",4.0,1
20,1.0,104,1,"[1, 0, 0]",0.0,2
22,2.0,1,1,"[1, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
26,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,151,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
31,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,104,0,"[0, 0, 0]",0.0,2
0,1.0,72,0,"[0, 0, 0]",0.0,0
118,2.0,104,0,"[0, 0, 1]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
19,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,1,"[1, 0, 0]",0.0,3
17,1.0,1,0,"[0, 0, 0]",4.0,1
24,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,144,0,"[0, 1, 0]",0.0,0
20,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",1.0,3
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",7.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
16,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
25,2.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
24,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,104,0,"[0, 1, 0]",6.0,6
68,1.0,2,0,"[0, 0, 1]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",2.0,0
21,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,1
16,1.0,104,0,"[0, 0, 0]",7.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",4.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,3
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,104,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",5.0,0
0,1.0,2,0,"[0, 1, 0]",7.0,3
19,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,104,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,2
19,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",7.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
25,2.0,2,0,"[0, 1, 0]",0.0,0
19,1.0,2,0,"[0, 0, 0]",1.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
18,1.0,1,0,"[0, 0, 0]",0.0,0
31,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,0,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,2.0,132,0,"[0, 1, 0]",7.0,0
20,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
19,2.0,87,3,"[0, 1, 0]",2.0,1
27,1.0,1,0,"[0, 0, 0]",0.0,0
36,1.0,144,0,"[0, 0, 0]",4.0,0
0,1.0,73,1,"[1, 0, 0]",7.0,4
16,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,1
22,1.0,1,0,"[0, 1, 0]",4.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,25,0,"[0, 0, 0]",0.0,0
23,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
17,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,0
18,2.0,1,1,"[1, 1, 0]",5.0,5
30,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,288,0,"[0, 0, 0]",0.0,0
21,2.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,26,0,"[0, 0, 0]",0.0,0
23,1.0,104,0,"[0, 0, 0]",0.0,0
24,2.0,2,1,"[1, 1, 0]",0.0,0
18,2.0,2,0,"[0, 0, 0]",0.0,0
86,2.0,1,0,"[0, 0, 1]",6.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",2.0,0
21,2.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,1
0,1.0,94,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,104,0,"[0, 0, 0]",0.0,0
21,2.0,104,0,"[0, 0, 0]",3.0,1
17,1.0,0,0,"[0, 0, 0]",3.0,0
19,1.0,132,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
15,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,2.0,1,0,"[0, 0, 0]",0.0,0
21,2.0,1,0,"[0, 0, 0]",5.0,0
18,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,5
0,1.0,2,0,"[0, 0, 0]",7.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
17,1.0,144,0,"[0, 1, 0]",7.0,2
18,1.0,2,0,"[0, 1, 0]",0.0,0
23,2.0,1,0,"[0, 1, 0]",6.0,5
26,2.0,1,0,"[0, 0, 0]",7.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 1, 0]",0.0,1
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
20,2.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",7.0,1
0,1.0,0,0,"[0, 0, 0]",0.0,0
19,1.0,1,1,"[1, 0, 0]",0.0,1
0,1.0,1,0,"[0, 1, 0]",0.0,4
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",4.0,0
25,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1057,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
66,1.0,1,0,"[0, 0, 1]",4.0,0
0,2.0,104,0,"[0, 0, 0]",0.0,0
18,1.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
25,1.0,2,0,"[0, 0, 0]",0.0,1
22,1.0,1,0,"[0, 0, 0]",2.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
33,1.0,1,0,"[0, 0, 0]",0.0,1
0,1.0,1,0,"[0, 0, 0]",0.0,7
16,1.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,1,"[1, 0, 0]",7.0,1
0,1.0,20404,0,"[0, 1, 0]",6.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",7.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,2,"[0, 1, 0]",0.0,0
19,1.0,1,1,"[1, 0, 0]",0.0,4
0,1.0,1,0,"[0, 1, 0]",0.0,1
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,0,0,"[0, 0, 0]",2.0,0
18,2.0,0,0,"[0, 0, 0]",0.0,0
24,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",1.0,1
18,1.0,104,0,"[0, 1, 0]",0.0,0
0,2.0,0,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
61,1.0,2,0,"[0, 0, 1]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
20,2.0,818,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
28,2.0,1036,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
19,2.0,104,0,"[0, 0, 0]",0.0,0
21,1.0,1,0,"[0, 0, 0]",1.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,378,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,1156631,0,"[0, 0, 0]",1.0,7
19,1.0,1,0,"[0, 0, 0]",0.0,0
19,2.0,2,1,"[1, 0, 0]",0.0,2
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
19,2.0,2,1,"[1, 0, 0]",0.0,1
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",6.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,1
0,2.0,0,0,"[0, 0, 0]",0.0,0
17,1.0,1,0,"[0, 1, 0]",6.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
17,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,2
17,1.0,144,0,"[0, 1, 0]",0.0,1
0,2.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,73,0,"[0, 0, 0]",0.0,0
24,1.0,1,1,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
16,2.0,94,0,"[0, 1, 0]",0.0,0
19,1.0,1,0,"[0, 0, 0]",7.0,0
16,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,2
0,1.0,1,0,"[0, 0, 0]",7.0,1
25,2.0,270,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",5.0,2
0,1.0,2,0,"[0, 0, 0]",6.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",4.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
17,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,2,3,"[0, 0, 0]",4.0,3
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,1,3,"[1, 0, 0]",0.0,1
0,1.0,104,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,104,0,"[0, 0, 0]",0.0,1
18,2.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
27,2.0,104,0,"[0, 0, 0]",0.0,0
32,1.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
14,1.0,1914764,0,"[0, 0, 0]",5.0,1
0,2.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
21,1.0,243,0,"[0, 1, 0]",0.0,1
0,1.0,695,0,"[0, 1, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
21,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,1,"[1, 0, 0]",0.0,0
0,1.0,144,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,173,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",7.0,2
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,144,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
20,2.0,1,0,"[0, 0, 0]",0.0,0
21,2.0,104,3,"[1, 0, 0]",1.0,3
27,2.0,1,3,"[0, 1, 0]",2.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,104,0,"[0, 0, 0]",0.0,0
38,1.0,1,0,"[0, 0, 0]",1.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
18,2.0,1,0,"[0, 0, 0]",1.0,1
17,2.0,1,3,"[1, 0, 0]",2.0,0
24,2.0,2,0,"[0, 0, 0]",7.0,0
19,2.0,104,1,"[1, 0, 0]",0.0,2
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,104,0,"[0, 1, 0]",4.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",6.0,2
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,104,0,"[0, 1, 0]",4.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
18,1.0,1707343,0,"[0, 1, 0]",6.0,0
15,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,104,0,"[0, 1, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",1.0,1
19,1.0,2,0,"[0, 1, 0]",0.0,0
44,1.0,1,0,"[0, 0, 0]",4.0,3
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,0
34,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,2.0,0,0,"[0, 1, 0]",0.0,0
19,1.0,2,0,"[0, 0, 0]",0.0,0
18,1.0,2,0,"[0, 1, 0]",0.0,2
16,1.0,0,0,"[0, 1, 0]",2.0,0
0,1.0,1,1,"[1, 1, 0]",1.0,1
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
98,1.0,0,0,"[0, 0, 1]",5.0,0
63,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",4.0,0
18,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
28,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
33,1.0,1,0,"[0, 0, 0]",0.0,0
47,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,4
19,2.0,104,0,"[0, 1, 0]",0.0,1
19,2.0,1,0,"[0, 0, 0]",1.0,0
32,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
23,2.0,104,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
46,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
16,1.0,2,0,"[0, 1, 0]",0.0,3
25,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",1.0,0
21,1.0,1,0,"[0, 1, 0]",0.0,0
33,2.0,2,0,"[0, 0, 0]",0.0,0
44,1.0,2,0,"[0, 1, 0]",0.0,4
0,1.0,1,0,"[0, 0, 0]",0.0,0
16,2.0,94,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,1,"[1, 1, 0]",4.0,12
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",8.0,10
19,2.0,1,0,"[0, 1, 0]",6.0,0
18,2.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",7.0,2
41,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,104,0,"[0, 1, 0]",0.0,0
20,2.0,104,0,"[0, 0, 0]",0.0,0
29,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
23,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,144,0,"[0, 0, 0]",0.0,0
